Symbol,Date,Open,High,Low,Close,Volume,Turnover
NFS,2/22/1903,"1,150.00","1,120.00","1,125.00","1,150.00","56,858,404.10","421,939,485.40"
NFS,12/9/2024,"1,171.50","1,171.50","1,135.00","1,150.00","54,612.00","62,773,764.50"
NFS,12/8/2024,"1,132.00","1,195.40","1,110.00","1,195.40","138,669.00","156,888,313.70"
NFS,12/5/2024,"1,244.00","1,254.50","1,132.00","1,155.00","359,392.00","421,939,485.40"
NFS,12/4/2024,"1,274.00","1,300.50","1,234.80","1,244.00","139,864.00","177,254,999.20"
NFS,12/3/2024,"1,219.20","1,332.00","1,219.20","1,299.90","88,916.00","114,713,866.80"
NFS,12/2/2024,"1,335.60","1,499.00","1,244.00","1,244.00","456,988.00","594,757,762.50"
NFS,12/1/2024,"1,470.00","1,470.00","1,350.00","1,362.80","205,384.00","280,608,486.80"
NFS,11/28/2024,"1,416.10","1,500.00","1,357.40","1,500.00","211,985.00","297,419,997.70"
NFS,11/27/2024,"1,519.00","1,519.00","1,395.00","1,445.00","169,404.00","241,742,674.90"
NFS,11/26/2024,"1,428.90","1,581.00","1,397.50","1,550.00","319,916.00","457,800,031.30"
NFS,11/25/2024,"1,428.00","1,460.00","1,378.70","1,458.00","141,654.00","203,107,920.60"
NFS,11/24/2024,"1,449.50","1,450.00","1,391.60","1,400.00","60,828.00","86,330,411.80"
NFS,11/21/2024,"1,454.30","1,605.00","1,401.60","1,479.00","173,118.00","252,410,960.20"
NFS,11/20/2024,"1,438.70","1,518.90","1,411.20","1,483.90","158,786.00","232,273,312.30"
NFS,11/19/2024,"1,489.00","1,489.00","1,401.50","1,468.00","108,584.00","157,237,550.60"
NFS,11/17/2024,"1,397.00","1,477.00","1,397.00","1,459.90","158,166.00","231,566,433.30"
NFS,11/14/2024,"1,390.00","1,470.50","1,372.10","1,425.10","150,623.00","216,355,073.10"
NFS,11/13/2024,"1,310.00","1,409.00","1,310.00","1,391.80","103,796.00","142,853,116.40"
NFS,11/12/2024,"1,379.00","1,379.00","1,328.10","1,333.00","43,778.00","59,003,048.30"
NFS,11/11/2024,"1,375.00","1,400.00","1,345.00","1,352.00","72,145.00","98,857,272.50"
NFS,11/10/2024,"1,393.50","1,407.00","1,345.10","1,386.10","90,027.00","125,122,000.80"
NFS,11/6/2024,"1,519.00","1,519.00","1,395.00","1,421.90","252,277.00","353,839,268.70"
NFS,11/5/2024,"1,470.00","1,559.80","1,357.30","1,550.00","211,611.00","299,084,212.60"
NFS,10/30/2024,"1,400.00","1,500.00","1,352.40","1,500.00","120,546.00","167,735,726.60"
NFS,10/29/2024,"1,405.00","1,425.00","1,385.00","1,400.00","55,200.00","77,242,096.10"
NFS,10/28/2024,"1,378.90","1,518.90","1,353.00","1,400.00","240,803.00","337,988,518.40"
NFS,10/27/2024,"1,292.60","1,407.00","1,266.80","1,407.00","136,239.00","182,005,613.00"
NFS,10/24/2024,"1,340.00","1,340.00","1,301.50","1,318.90","64,270.00","84,529,436.50"
NFS,10/23/2024,"1,365.20","1,402.90","1,313.20","1,350.00","89,357.00","121,754,261.20"
NFS,10/22/2024,"1,335.00","1,393.00","1,335.00","1,393.00","37,839.00","51,963,068.00"
NFS,10/21/2024,"1,356.30","1,466.90","1,334.00","1,350.00","101,843.00","139,689,103.20"
NFS,10/20/2024,"1,417.10","1,417.10","1,355.40","1,383.90","94,542.00","130,801,846.80"
NFS,10/17/2024,"1,416.60","1,502.20","1,388.30","1,446.00","84,658.00","121,039,970.10"
NFS,10/16/2024,"1,435.00","1,469.80","1,420.00","1,445.50","105,373.00","150,950,397.90"
NFS,10/15/2024,"1,363.00","1,457.00","1,363.00","1,450.00","79,604.00","112,359,442.60"
NFS,10/9/2024,"1,398.50","1,569.70","1,342.60","1,390.00","156,930.00","220,158,896.90"
NFS,10/8/2024,"1,504.60","1,533.00","1,380.60","1,427.00","167,598.00","239,712,348.80"
NFS,10/7/2024,"1,524.60","1,559.00","1,451.00","1,534.00","154,161.00","235,124,367.90"
NFS,10/6/2024,"1,415.60","1,499.00","1,341.00","1,494.80","110,551.00","159,910,051.50"
NFS,10/2/2024,"1,341.10","1,425.00","1,341.10","1,387.90","149,192.00","207,155,267.80"
NFS,10/1/2024,"1,195.50","1,341.70","1,172.00","1,341.70","158,747.00","207,210,175.70"
NFS,9/30/2024,"1,168.00","1,223.00","1,125.20","1,219.80","109,852.00","130,185,977.10"
NFS,9/29/2024,"1,233.80","1,233.80","1,168.00","1,168.00","60,894.00","73,099,907.00"
NFS,9/26/2024,"1,274.00","1,351.30","1,220.00","1,258.90","106,073.00","133,936,613.00"
NFS,9/25/2024,"1,270.00","1,321.30","1,222.00","1,300.00","69,230.00","88,874,026.40"
NFS,9/24/2024,"1,391.60","1,391.60","1,278.00","1,295.90","83,871.00","108,425,749.40"
NFS,9/23/2024,"1,324.00","1,432.90","1,215.90","1,420.00","165,540.00","211,342,732.70"
NFS,9/22/2024,"1,365.90","1,393.00","1,319.00","1,351.00","95,860.00","129,713,916.90"
NFS,9/18/2024,"1,333.00","1,390.00","1,260.00","1,365.90","129,412.00","169,837,144.60"
NFS,9/16/2024,"1,485.00","1,498.00","1,336.50","1,360.00","151,109.00","209,069,694.70"
NFS,9/15/2024,"1,578.90","1,598.90","1,480.00","1,485.00","109,826.00","168,675,723.30"
NFS,9/12/2024,"1,518.10","1,583.00","1,518.10","1,578.90","81,472.00","127,276,853.30"
NFS,9/11/2024,"1,558.00","1,575.00","1,519.10","1,549.00","77,411.00","119,987,395.50"
NFS,9/10/2024,"1,543.50","1,605.00","1,520.00","1,558.00","79,478.00","124,223,502.60"
NFS,9/9/2024,"1,582.00","1,610.00","1,500.00","1,575.00","108,672.00","170,729,052.50"
NFS,9/8/2024,"1,533.00","1,625.00","1,533.00","1,582.00","121,560.00","192,626,899.40"
NFS,9/5/2024,"1,650.00","1,785.90","1,503.00","1,503.00","253,776.00","405,099,947.10"
NFS,9/4/2024,"1,688.00","1,826.30","1,595.00","1,650.00","181,314.00","305,261,311.00"
NFS,9/3/2024,"1,758.20","1,788.00","1,614.60","1,688.00","125,424.00","213,413,058.90"
NFS,9/2/2024,"1,684.70","1,807.00","1,635.00","1,794.00","137,047.00","238,809,534.40"
NFS,9/1/2024,"1,862.00","1,862.00","1,719.00","1,719.00","190,703.00","333,413,305.00"
NFS,8/29/2024,"1,793.40","1,930.00","1,696.40","1,900.00","192,184.00","340,380,030.40"
NFS,8/28/2024,"1,790.50","1,900.00","1,719.90","1,830.00","231,936.00","415,918,394.70"
NFS,8/27/2024,"1,989.40","2,111.00","1,827.00","1,827.00","218,596.00","415,589,872.50"
NFS,8/25/2024,"1,897.30","2,094.30","1,756.20","2,030.00","145,828.00","266,681,796.80"
NFS,8/22/2024,"1,930.60","2,035.30","1,800.00","1,936.00","91,875.00","177,073,882.50"
NFS,8/21/2024,"1,825.80","2,002.00","1,690.00","1,970.00","140,889.00","266,775,704.10"
NFS,8/18/2024,"2,111.40","2,111.40","1,863.00","1,863.00","137,472.00","256,667,775.70"
NFS,8/15/2024,"2,254.00","2,254.00","2,070.00","2,070.00","136,848.00","284,496,155.30"
NFS,8/14/2024,"2,134.50","2,348.00","2,009.10","2,300.00","293,526.00","616,407,262.80"
NFS,8/13/2024,"2,369.70","2,614.90","2,176.20","2,178.00","360,943.00","819,940,822.50"
NFS,8/12/2024,"2,197.10","2,466.00","2,017.80","2,418.00","397,535.00","843,695,622.70"
NFS,8/11/2024,"2,008.10","2,241.90","1,844.10","2,241.90","309,658.00","597,434,869.90"
NFS,8/8/2024,"1,862.00","2,090.00","1,754.20","2,049.00","210,335.00","395,269,086.00"
NFS,8/7/2024,"1,710.00","1,919.20","1,570.40","1,900.00","388,707.00","655,598,952.10"
NFS,8/6/2024,"1,899.90","1,899.90","1,744.80","1,744.80","7,180.00","12,559,624.00"
NFS,8/5/2024,"2,111.00","2,111.00","1,938.60","1,938.60","34,044.00","66,029,695.00"
NFS,8/1/2024,"1,919.80","2,154.70","1,822.80","2,154.00","213,771.00","416,723,113.60"
NFS,7/31/2024,"1,755.90","1,970.80","1,687.00","1,958.90","215,179.00","389,458,765.50"
NFS,7/30/2024,"1,596.50","1,791.90","1,564.60","1,791.70","219,412.00","353,883,830.70"
NFS,7/29/2024,"1,513.60","1,632.40","1,470.00","1,629.00","239,152.00","369,110,537.90"
NFS,7/28/2024,"1,361.30","1,527.90","1,335.00","1,484.00","115,710.00","166,062,244.00"
NFS,7/25/2024,"1,295.40","1,397.00","1,270.10","1,389.00","152,769.00","199,833,313.20"
NFS,7/24/2024,"1,233.10","1,309.90","1,219.50","1,270.00","125,473.00","159,253,552.80"
NFS,7/23/2024,"1,156.40","1,248.90","1,130.00","1,209.00","84,896.00","99,483,905.80"
NFS,7/22/2024,"1,106.00","1,189.00","1,064.00","1,180.00","158,194.00","174,925,083.90"
NFS,7/21/2024,"1,017.70","1,097.00","1,017.70","1,084.90","175,396.00","187,705,883.50"
NFS,7/18/2024,889,997.8,889,997.8,"434,129.00","424,683,542.30"
NFS,7/17/2024,914.9,930,891.1,907.1,"124,718.00","112,747,046.10"
NFS,7/16/2024,911.8,911.8,893,897,"75,644.00","68,035,527.50"
NFS,7/15/2024,901.6,918,885,894,"116,790.00","104,644,898.40"
NFS,7/14/2024,852.9,886,840.1,884,"220,911.00","191,719,593.30"
NFS,7/11/2024,807.5,848,807.5,836.2,"62,616.00","52,489,487.60"
NFS,7/10/2024,831.3,831.3,800.1,820,"64,118.00","52,391,796.70"
NFS,7/9/2024,832.1,861,799,815,"198,696.00","162,149,081.30"
NFS,7/8/2024,839.9,868,839.9,849,"73,523.00","62,648,859.80"
NFS,7/7/2024,865.4,883.9,833,857,"63,953.00","54,642,542.10"
NFS,7/4/2024,881.9,900.6,830.2,883,"202,888.00","176,458,459.60"
NFS,7/3/2024,898.7,904.5,863.2,899.8,"133,584.00","118,558,427.00"
NFS,7/2/2024,890.4,907.8,838,881.1,"76,251.00","66,013,500.40"
NFS,7/1/2024,950.6,950.6,873,873,"216,843.00","191,324,394.70"
NFS,6/30/2024,948.2,985,877.5,970,"141,937.00","128,874,154.70"
NFS,6/27/2024,"1,012.40","1,099.00",929.7,929.7,"238,041.00","227,641,809.60"
NFS,6/26/2024,921.4,"1,034.20",881,"1,033.00","174,988.00","164,618,830.30"
NFS,6/25/2024,938.4,990,938.4,940.2,"100,811.00","96,964,205.20"
NFS,6/24/2024,853.1,920,848,920,"103,346.00","92,267,790.40"
NFS,6/23/2024,775.6,836.4,766,836.4,"168,880.00","135,899,049.00"
NFS,6/20/2024,738.6,779.9,715,760.4,"94,548.00","71,733,142.00"
NFS,6/19/2024,671.5,724.2,657,724.2,"285,040.00","202,338,140.60"
NFS,6/18/2024,665,678,657,658.4,"95,392.00","63,419,164.50"
NFS,6/16/2024,609,661.1,596,661.1,"479,987.00","304,053,492.90"
NFS,6/13/2024,609.8,619.9,597.7,601,"470,952.00","284,739,697.20"
NFS,6/12/2024,609.9,609.9,590.1,597.9,"69,439.00","41,788,833.20"
NFS,6/11/2024,596,606,590,598,"74,525.00","44,555,677.50"
NFS,6/10/2024,593.6,604,579.1,585.1,"49,912.00","29,305,010.30"
NFS,6/9/2024,583.2,599.7,578,582,"133,617.00","78,422,395.90"
NFS,6/6/2024,600,610,583.2,583.2,"96,030.00","56,778,108.20"
NFS,6/5/2024,600.2,619.8,600.2,601.1,"122,735.00","74,755,378.70"
NFS,6/4/2024,594,630,579.2,607.7,"213,458.00","129,837,497.30"
NFS,6/3/2024,588,624.2,583,583,"168,744.00","100,783,768.90"
NFS,6/2/2024,567.7,612.2,552,600,"382,035.00","226,413,028.00"
NFS,5/30/2024,510,556.6,506.1,556.6,"358,012.00","194,570,451.10"
NFS,5/29/2024,512.4,519,505.2,506,"71,599.00","36,564,387.40"
NFS,5/27/2024,501,518,501,512.4,"44,962.00","23,006,935.70"
NFS,5/26/2024,508.1,519,506,508,"37,038.00","18,946,078.90"
NFS,5/22/2024,539,539.9,511,513,"85,340.00","44,517,192.10"
NFS,5/21/2024,487.1,535,487.1,530,"81,100.00","42,223,215.10"
NFS,5/20/2024,501.2,511,492,493.3,"137,198.00","68,515,944.10"
NFS,5/19/2024,515,535,505.2,511,"144,993.00","74,657,299.80"
NFS,5/16/2024,531,550,519.5,519.5,"116,356.00","61,921,797.60"
NFS,5/15/2024,531,552.3,531,541.8,"202,923.00","109,435,480.00"
NFS,5/14/2024,522,542,522,535,"106,535.00","57,013,418.10"
NFS,5/13/2024,527,542,527,532.6,"68,439.00","36,588,944.40"
NFS,5/12/2024,558.9,560,531,532,"104,801.00","57,273,709.90"
NFS,5/9/2024,534,560,534,548,"309,663.00","169,716,418.70"
NFS,5/8/2024,507.9,550,492,533,"94,405.00","48,655,968.90"
NFS,5/7/2024,510,528,495,500,"83,802.00","42,706,510.40"
NFS,5/6/2024,563,563,500,520,"206,809.00","108,166,679.70"
NFS,5/5/2024,572.7,595,550.3,552,"222,578.00","126,499,753.10"
NFS,5/2/2024,564,582,552,561.5,"185,359.00","105,676,482.90"
NFS,4/30/2024,549.4,590,544.1,563.9,"219,856.00","126,070,184.40"
NFS,4/29/2024,490,538.7,475,538.7,"284,292.00","147,041,879.00"
NFS,4/28/2024,466.1,490.5,460,489.8,"140,357.00","67,371,672.10"
NFS,4/25/2024,460,477.8,458.3,463,"129,378.00","60,648,158.80"
NFS,4/24/2024,439,470,433.1,456.9,"125,721.00","57,496,899.90"
NFS,4/22/2024,440,449.8,430,432,"50,163.00","21,989,356.50"
NFS,4/21/2024,441,450,426,445,"86,157.00","37,807,328.30"
NFS,4/18/2024,435.2,458,427.1,441,"93,720.00","41,791,383.90"
NFS,4/16/2024,450,461,441,444,"76,916.00","34,645,705.30"
NFS,4/15/2024,461,475,451,453.7,"124,208.00","57,361,805.10"
NFS,4/14/2024,448.9,468,437.1,452,"96,206.00","43,461,867.00"
NFS,4/10/2024,475,481,439.1,448.9,"212,833.00","97,741,666.30"
NFS,4/9/2024,431.9,465.8,431.9,465.8,"333,095.00","153,621,558.20"
NFS,4/7/2024,392.7,423.5,385,423.5,"213,428.00","87,900,157.80"
NFS,4/4/2024,375,397,366.4,385,"89,001.00","34,680,627.80"
NFS,4/3/2024,377,377,367,371,"24,450.00","9,085,499.20"
NFS,4/2/2024,379.9,380,370,370,"28,165.00","10,514,976.50"
NFS,4/1/2024,382,385,375,375,"30,269.00","11,486,546.00"
NFS,3/31/2024,385,391.9,381,383,"44,880.00","17,278,087.80"
NFS,3/28/2024,377.3,390,375,384.9,"42,674.00","16,354,221.10"
NFS,3/27/2024,382.4,397,379,380.7,"74,827.00","28,688,464.70"
NFS,3/26/2024,385,397.8,385,390.2,"42,850.00","16,809,758.80"
NFS,3/25/2024,397,400,387,390,"59,548.00","23,333,668.90"
NFS,3/21/2024,385,408,380,398,"154,768.00","61,532,768.20"
NFS,3/20/2024,395,400,380.1,381,"74,989.00","29,220,149.60"
NFS,3/19/2024,382.5,404.9,380,395,"241,527.00","95,597,180.90"
NFS,3/18/2024,370.1,379.9,370,375,"63,569.00","23,809,349.80"
NFS,3/17/2024,384.5,384.5,369,373,"51,365.00","19,308,358.30"
NFS,3/14/2024,386.5,390.9,376,377,"101,615.00","38,862,545.10"
NFS,3/13/2024,372,387,364.2,379,"122,482.00","46,287,307.50"
NFS,3/12/2024,367.1,370,360,369,"52,061.00","19,074,978.80"
NFS,3/10/2024,357.1,369.2,357.1,362.5,"49,038.00","17,851,949.70"
NFS,3/7/2024,356.7,363,351,357,"60,185.00","21,509,227.00"
NFS,3/6/2024,345,356.9,337.2,349.9,"70,282.00","24,397,549.00"
NFS,3/5/2024,363.5,363.5,338,343,"57,544.00","20,136,371.00"
NFS,3/4/2024,342.7,363.5,342.7,356.4,"8,952.00","3,195,633.80"
NFS,3/3/2024,332.5,344,331,336,"34,575.00","11,620,506.40"
NFS,2/29/2024,358.7,358.7,336.1,337,"72,146.00","24,646,560.70"
NFS,2/28/2024,357.9,362,347.5,353,"30,054.00","10,594,509.80"
NFS,2/27/2024,366,366,354,357.9,"23,501.00","8,401,393.50"
NFS,2/26/2024,365,374.9,354.8,360,"53,489.00","19,434,219.90"
NFS,2/25/2024,361,375,351,365.4,"152,699.00","56,098,778.80"
NFS,2/22/2024,353.5,369.9,348,354,"135,101.00","48,722,601.10"
NFS,2/21/2024,359,359,348,348,"37,267.00","13,121,757.50"
NFS,2/20/2024,345,365,343.6,352,"83,849.00","29,586,284.40"
NFS,2/18/2024,363.1,363.1,340.2,345,"65,560.00","22,809,963.40"
NFS,2/15/2024,372,376,350.9,356,"149,300.00","54,450,068.60"
NFS,2/14/2024,335,365.2,334,365.2,"297,546.00","107,038,419.10"
NFS,2/13/2024,335,341,330,332,"36,428.00","12,187,517.90"
NFS,2/12/2024,328.1,341.9,328.1,340,"16,812.00","5,676,457.60"
NFS,2/11/2024,339,345,334.6,334.7,"28,403.00","9,639,082.80"
NFS,2/8/2024,337,339.1,334,335,"23,520.00","7,903,250.70"
NFS,2/7/2024,343,343,335.3,340,"24,692.00","8,364,030.70"
NFS,2/6/2024,338.1,342.9,337.4,338.1,"14,937.00","5,070,565.30"
NFS,2/5/2024,337.9,348.9,337.9,339,"39,113.00","13,335,287.90"
NFS,2/4/2024,333,348.9,333,342.9,"55,849.00","19,129,336.90"
NFS,2/1/2024,329,346,329,338,"142,959.00","48,628,010.00"
NFS,1/31/2024,322,353,322,329,"78,067.00","26,262,222.50"
NFS,1/30/2024,329.9,332,321,327.4,"17,938.00","5,850,503.80"
NFS,1/29/2024,329,335.5,323,325,"20,874.00","6,820,699.00"
NFS,1/28/2024,326.4,329,319.6,326,"9,041.00","2,924,375.20"
NFS,1/25/2024,316.2,325,316.2,320,"31,724.00","10,195,644.00"
NFS,1/24/2024,329,330,318.6,320,"18,281.00","5,906,061.30"
NFS,1/23/2024,323,337,318.7,323,"13,601.00","4,389,152.80"
NFS,1/22/2024,331.3,334.5,320.5,323.1,"31,189.00","10,162,686.90"
NFS,1/21/2024,330,340,325.1,325.9,"48,446.00","16,056,664.10"
NFS,1/18/2024,337,344,332,334.9,"54,061.00","18,136,760.30"
NFS,1/17/2024,358,362,338,341,"106,543.00","37,640,335.40"
NFS,1/16/2024,345,356.5,345,353,"56,877.00","20,011,485.50"
NFS,1/14/2024,332,344,330,343.7,"41,598.00","14,148,468.60"
NFS,1/11/2024,329,332,320,332,"31,177.00","10,076,188.70"
NFS,1/10/2024,337,340,325,325,"43,568.00","14,579,221.90"
NFS,1/9/2024,320,335.4,316.1,331,"68,595.00","22,435,457.80"
NFS,1/8/2024,305.2,316,304,316,"36,492.00","11,428,201.70"
NFS,1/7/2024,303,313.5,303,305,"15,326.00","4,717,396.50"
NFS,1/4/2024,319,319,307.4,308,"16,652.00","5,224,089.70"
NFS,1/3/2024,313,316,307,314,"11,988.00","3,744,363.00"
